Time,X_ft,Y_ft,Z_ft,Altitude,Vertical_Velocity,Drogue_Deployed,Main_Deployed
19.225,-185.14,-3.45372,3012.15,3022.65,-69.9121,1,0
19.2333,-185.124,-3.4543,3011.57,3022.07,-69.933,1,0
19.2417,-185.108,-3.45488,3010.99,3021.49,-69.9538,1,0
19.25,-185.093,-3.45545,3010.4,3020.9,-69.9744,1,0
19.2583,-185.076,-3.45603,3009.82,3020.32,-69.9949,1,0
19.2667,-185.06,-3.4566,3009.24,3019.74,-70.0152,1,0
19.275,-185.044,-3.45716,3008.65,3019.15,-70.0354,1,0
19.2833,-185.027,-3.45773,3008.07,3018.57,-70.0554,1,0
19.2917,-185.011,-3.45829,3007.48,3017.98,-70.0753,1,0
19.3,-184.994,-3.45885,3006.9,3017.4,-70.095,1,0
19.3083,-184.977,-3.45941,3006.32,3016.82,-70.1146,1,0
19.3167,-184.96,-3.45996,3005.73,3016.23,-70.1341,1,0
19.325,-184.942,-3.46051,3005.15,3015.65,-70.1535,1,0
19.3333,-184.925,-3.46106,3004.56,3015.06,-70.1729,1,0
19.3417,-184.907,-3.46161,3003.98,3014.48,-70.1922,1,0
19.35,-184.889,-3.46215,3003.39,3013.89,-70.2114,1,0
19.3583,-184.872,-3.4627,3002.81,3013.31,-70.2306,1,0
19.3667,-184.854,-3.46323,3002.22,3012.72,-70.2497,1,0
19.375,-184.835,-3.46377,3001.64,3012.14,-70.2687,1,0
19.3833,-184.817,-3.46431,3001.05,3011.55,-70.2876,1,0
19.3917,-184.799,-3.46484,3000.47,3010.97,-70.3065,1,0
19.4,-184.78,-3.46537,2999.88,3010.38,-70.3252,1,0
19.4083,-184.761,-3.46589,2999.29,3009.79,-70.3439,1,0
19.4167,-184.742,-3.46642,2998.71,3009.21,-70.3625,1,0
19.425,-184.723,-3.46694,2998.12,3008.62,-70.381,1,0
19.4333,-184.704,-3.46746,2997.53,3008.03,-70.3993,1,0
19.4417,-184.685,-3.46798,2996.95,3007.45,-70.4176,1,0
19.45,-184.665,-3.46849,2996.36,3006.86,-70.4358,1,0
19.4583,-184.646,-3.46901,2995.77,3006.27,-70.4538,1,0
19.4667,-184.626,-3.46952,2995.19,3005.69,-70.4718,1,0
19.475,-184.606,-3.47002,2994.6,3005.1,-70.4896,1,0
19.4833,-184.586,-3.47053,2994.01,3004.51,-70.5073,1,0
19.4917,-184.566,-3.47103,2993.42,3003.92,-70.5248,1,0
19.5,-184.546,-3.47153,2992.84,3003.34,-70.5421,1,0
19.5083,-184.525,-3.47203,2992.25,3002.75,-70.5592,1,0
19.5167,-184.505,-3.47253,2991.66,3002.16,-70.5762,1,0
19.525,-184.484,-3.47302,2991.07,3001.57,-70.593,1,0
19.5333,-184.463,-3.47351,2990.48,3000.98,-70.6096,1,0
19.5417,-184.442,-3.474,2989.89,3000.39,-70.626,1,0
19.55,-184.421,-3.47449,2989.31,2999.81,-70.6423,1,0
19.5583,-184.4,-3.47497,2988.72,2999.22,-70.6583,1,0
19.5667,-184.379,-3.47545,2988.13,2998.63,-70.6741,1,0
19.575,-184.357,-3.47593,2987.54,2998.04,-70.6897,1,0
19.5833,-184.336,-3.47641,2986.95,2997.45,-70.7051,1,0
19.5917,-184.314,-3.47688,2986.36,2996.86,-70.7202,1,0
19.6,-184.292,-3.47736,2985.77,2996.27,-70.7352,1,0
19.6083,-184.27,-3.47783,2985.18,2995.68,-70.7501,1,0
19.6167,-184.248,-3.4783,2984.59,2995.09,-70.7649,1,0
19.625,-184.226,-3.47876,2984,2994.5,-70.7797,1,0
19.6333,-184.203,-3.47923,2983.41,2993.91,-70.7943,1,0
19.6417,-184.181,-3.47969,2982.82,2993.32,-70.8089,1,0
19.65,-184.158,-3.48015,2982.23,2992.73,-70.8234,1,0
19.6583,-184.135,-3.4806,2981.64,2992.14,-70.8378,1,0
19.6667,-184.112,-3.48106,2981.05,2991.55,-70.8521,1,0
19.675,-184.089,-3.48151,2980.46,2990.96,-70.8664,1,0
19.6833,-184.066,-3.48196,2979.87,2990.37,-70.8805,1,0
19.6917,-184.043,-3.48241,2979.28,2989.78,-70.8946,1,0
19.7,-184.019,-3.48286,2978.69,2989.19,-70.9085,1,0
19.7083,-183.995,-3.4833,2978.1,2988.6,-70.9223,1,0
19.7167,-183.972,-3.48374,2977.51,2988.01,-70.936,1,0
19.725,-183.948,-3.48418,2976.92,2987.42,-70.9495,1,0
19.7333,-183.924,-3.48462,2976.32,2986.82,-70.963,1,0
19.7417,-183.9,-3.48505,2975.73,2986.23,-70.9763,1,0
19.75,-183.876,-3.48549,2975.14,2985.64,-70.9895,1,0
19.7583,-183.851,-3.48592,2974.55,2985.05,-71.0026,1,0
19.7667,-183.827,-3.48634,2973.96,2984.46,-71.0157,1,0
19.775,-183.802,-3.48677,2973.37,2983.87,-71.0287,1,0
19.7833,-183.778,-3.4872,2972.77,2983.27,-71.0418,1,0
19.7917,-183.753,-3.48762,2972.18,2982.68,-71.0549,1,0
19.8,-183.728,-3.48804,2971.59,2982.09,-71.068,1,0
19.8083,-183.703,-3.48846,2971,2981.5,-71.081,1,0
19.8167,-183.678,-3.48887,2970.41,2980.91,-71.0941,1,0
19.825,-183.652,-3.48929,2969.81,2980.31,-71.1071,1,0
19.8333,-183.627,-3.4897,2969.22,2979.72,-71.1201,1,0
19.8417,-183.601,-3.49011,2968.63,2979.13,-71.133,1,0
19.85,-183.576,-3.49052,2968.04,2978.54,-71.1459,1,0
19.8583,-183.55,-3.49092,2967.44,2977.94,-71.1587,1,0
19.8667,-183.524,-3.49133,2966.85,2977.35,-71.1715,1,0
19.875,-183.498,-3.49173,2966.26,2976.76,-71.1842,1,0
19.8833,-183.472,-3.49213,2965.66,2976.16,-71.1969,1,0
19.8917,-183.446,-3.49252,2965.07,2975.57,-71.2095,1,0
19.9,-183.419,-3.49292,2964.48,2974.98,-71.222,1,0
19.9083,-183.393,-3.49331,2963.88,2974.38,-71.2344,1,0
19.9167,-183.366,-3.49371,2963.29,2973.79,-71.2467,1,0
19.925,-183.339,-3.4941,2962.69,2973.19,-71.259,1,0
19.9333,-183.313,-3.49448,2962.1,2972.6,-71.2712,1,0
19.9417,-183.286,-3.49487,2961.51,2972.01,-71.2832,1,0
19.95,-183.258,-3.49525,2960.91,2971.41,-71.2951,1,0
19.9583,-183.231,-3.49563,2960.32,2970.82,-71.3069,1,0
19.9667,-183.204,-3.49601,2959.72,2970.22,-71.3186,1,0
19.975,-183.177,-3.49639,2959.13,2969.63,-71.3301,1,0
19.9833,-183.149,-3.49677,2958.54,2969.04,-71.3415,1,0
19.9917,-183.121,-3.49714,2957.94,2968.44,-71.3527,1,0
20,-183.094,-3.49751,2957.35,2967.85,-71.3638,1,0
20.0083,-183.066,-3.49788,2956.75,2967.25,-71.3746,1,0
20.0167,-183.038,-3.49825,2956.16,2966.66,-71.3852,1,0
20.025,-183.01,-3.49862,2955.56,2966.06,-71.3955,1,0
20.0333,-182.982,-3.49898,2954.97,2965.47,-71.4054,1,0
20.0417,-182.953,-3.49934,2954.37,2964.87,-71.4154,1,0
20.05,-182.925,-3.4997,2953.78,2964.28,-71.4253,1,0
20.0583,-182.896,-3.50006,2953.18,2963.68,-71.4352,1,0
20.0667,-182.868,-3.50042,2952.59,2963.09,-71.4451,1,0
20.075,-182.839,-3.50077,2951.99,2962.49,-71.4549,1,0
20.0833,-182.81,-3.50113,2951.4,2961.9,-71.4647,1,0
20.0917,-182.781,-3.50148,2950.8,2961.3,-71.4744,1,0
20.1,-182.752,-3.50183,2950.2,2960.7,-71.4841,1,0
20.1083,-182.723,-3.50217,2949.61,2960.11,-71.4937,1,0
20.1167,-182.694,-3.50252,2949.01,2959.51,-71.5033,1,0
20.125,-182.664,-3.50286,2948.42,2958.92,-71.5128,1,0
20.1333,-182.635,-3.5032,2947.82,2958.32,-71.5222,1,0
20.1417,-182.605,-3.50354,2947.22,2957.72,-71.5315,1,0
20.15,-182.575,-3.50388,2946.63,2957.13,-71.5407,1,0
20.1583,-182.546,-3.50422,2946.03,2956.53,-71.5497,1,0
20.1667,-182.516,-3.50455,2945.44,2955.94,-71.5587,1,0
20.175,-182.486,-3.50489,2944.84,2955.34,-71.5676,1,0
20.1833,-182.455,-3.50522,2944.24,2954.74,-71.5764,1,0
20.1917,-182.425,-3.50555,2943.65,2954.15,-71.5851,1,0
20.2,-182.395,-3.50587,2943.05,2953.55,-71.5939,1,0
20.2083,-182.364,-3.5062,2942.45,2952.95,-71.6028,1,0
20.2167,-182.334,-3.50652,2941.86,2952.36,-71.6119,1,0
20.225,-182.303,-3.50684,2941.26,2951.76,-71.621,1,0
20.2333,-182.272,-3.50717,2940.66,2951.16,-71.6301,1,0
20.2417,-182.242,-3.50748,2940.07,2950.57,-71.6392,1,0
20.25,-182.211,-3.5078,2939.47,2949.97,-71.6483,1,0
20.2583,-182.18,-3.50812,2938.87,2949.37,-71.6574,1,0
20.2667,-182.148,-3.50843,2938.27,2948.77,-71.6664,1,0
20.275,-182.117,-3.50874,2937.68,2948.18,-71.6755,1,0
20.2833,-182.086,-3.50905,2937.08,2947.58,-71.6845,1,0
20.2917,-182.054,-3.50936,2936.48,2946.98,-71.6934,1,0
20.3,-182.023,-3.50966,2935.88,2946.38,-71.7023,1,0
20.3083,-181.991,-3.50997,2935.29,2945.79,-71.7112,1,0
20.3167,-181.959,-3.51027,2934.69,2945.19,-71.72,1,0
20.325,-181.928,-3.51057,2934.09,2944.59,-71.7288,1,0
20.3333,-181.896,-3.51087,2933.49,2943.99,-71.7374,1,0
20.3417,-181.864,-3.51117,2932.9,2943.4,-71.746,1,0
20.35,-181.831,-3.51147,2932.3,2942.8,-71.7546,1,0
20.3583,-181.799,-3.51176,2931.7,2942.2,-71.763,1,0
20.3667,-181.767,-3.51205,2931.1,2941.6,-71.7714,1,0
20.375,-181.734,-3.51235,2930.5,2941,-71.7797,1,0
20.3833,-181.702,-3.51263,2929.91,2940.41,-71.7879,1,0
20.3917,-181.669,-3.51292,2929.31,2939.81,-71.796,1,0
20.4,-181.637,-3.51321,2928.71,2939.21,-71.804,1,0
20.4083,-181.604,-3.51349,2928.11,2938.61,-71.812,1,0
20.4167,-181.571,-3.51378,2927.51,2938.01,-71.8199,1,0
20.425,-181.538,-3.51406,2926.91,2937.41,-71.8277,1,0
20.4333,-181.505,-3.51434,2926.32,2936.82,-71.8353,1,0
20.4417,-181.472,-3.51462,2925.72,2936.22,-71.8428,1,0
20.45,-181.438,-3.51489,2925.12,2935.62,-71.8491,1,0
20.4583,-181.405,-3.51517,2924.52,2935.02,-71.8557,1,0
20.4667,-181.371,-3.51544,2923.92,2934.42,-71.8624,1,0
20.475,-181.338,-3.51571,2923.32,2933.82,-71.869,1,0
20.4833,-181.304,-3.51598,2922.72,2933.22,-71.8756,1,0
20.4917,-181.27,-3.51625,2922.12,2932.62,-71.8822,1,0
20.5,-181.237,-3.51652,2921.52,2932.02,-71.8888,1,0
20.5083,-181.203,-3.51678,2920.93,2931.43,-71.8954,1,0
20.5167,-181.169,-3.51705,2920.33,2930.83,-71.9019,1,0
20.525,-181.135,-3.51731,2919.73,2930.23,-71.9084,1,0
20.5333,-181.1,-3.51757,2919.13,2929.63,-71.9149,1,0
20.5417,-181.066,-3.51783,2918.53,2929.03,-71.9212,1,0
20.55,-181.032,-3.51809,2917.93,2928.43,-71.9275,1,0
20.5583,-180.997,-3.51834,2917.33,2927.83,-71.9337,1,0
20.5667,-180.963,-3.5186,2916.73,2927.23,-71.9398,1,0
20.575,-180.928,-3.51885,2916.13,2926.63,-71.9458,1,0
20.5833,-180.893,-3.5191,2915.53,2926.03,-71.9517,1,0
20.5917,-180.858,-3.51935,2914.93,2925.43,-71.9576,1,0
20.6,-180.824,-3.5196,2914.33,2924.83,-71.9633,1,0
20.6083,-180.789,-3.51985,2913.73,2924.23,-71.9693,1,0
20.6167,-180.753,-3.52009,2913.13,2923.63,-71.9758,1,0
20.625,-180.718,-3.52034,2912.53,2923.03,-71.9823,1,0
20.6333,-180.683,-3.52058,2911.93,2922.43,-71.9888,1,0
20.6417,-180.648,-3.52082,2911.33,2921.83,-71.9953,1,0
20.65,-180.612,-3.52106,2910.73,2921.23,-72.0017,1,0
20.6583,-180.577,-3.5213,2910.13,2920.63,-72.0082,1,0
20.6667,-180.541,-3.52153,2909.53,2920.03,-72.0147,1,0
20.675,-180.505,-3.52177,2908.93,2919.43,-72.0211,1,0
20.6833,-180.47,-3.522,2908.33,2918.83,-72.0275,1,0
20.6917,-180.434,-3.52224,2907.73,2918.23,-72.0339,1,0
20.7,-180.398,-3.52247,2907.13,2917.63,-72.0402,1,0
20.7083,-180.362,-3.5227,2906.53,2917.03,-72.0465,1,0
20.7167,-180.326,-3.52292,2905.93,2916.43,-72.0528,1,0
20.725,-180.29,-3.52315,2905.33,2915.83,-72.059,1,0
20.7333,-180.253,-3.52337,2904.73,2915.23,-72.0651,1,0
20.7417,-180.217,-3.5236,2904.13,2914.63,-72.0712,1,0
20.75,-180.181,-3.52382,2903.53,2914.03,-72.0772,1,0
20.7583,-180.144,-3.52404,2902.93,2913.43,-72.0831,1,0
20.7667,-180.107,-3.52426,2902.33,2912.83,-72.0889,1,0
20.775,-180.071,-3.52448,2901.73,2912.23,-72.0947,1,0
20.7833,-180.034,-3.5247,2901.13,2911.63,-72.1004,1,0
20.7917,-179.997,-3.52491,2900.52,2911.02,-72.1059,1,0
20.8,-179.96,-3.52512,2899.92,2910.42,-72.1114,1,0
20.8083,-179.923,-3.52534,2899.32,2909.82,-72.1168,1,0
20.8167,-179.886,-3.52555,2898.72,2909.22,-72.122,1,0
20.825,-179.849,-3.52576,2898.12,2908.62,-72.127,1,0
20.8333,-179.812,-3.52597,2897.52,2908.02,-72.1315,1,0
20.8417,-179.774,-3.52617,2896.92,2907.42,-72.1359,1,0
20.85,-179.737,-3.52638,2896.32,2906.82,-72.1403,1,0
20.8583,-179.7,-3.52658,2895.72,2906.22,-72.1447,1,0
20.8667,-179.662,-3.52678,2895.12,2905.62,-72.1492,1,0
20.875,-179.624,-3.52699,2894.51,2905.01,-72.1536,1,0
20.8833,-179.587,-3.52719,2893.91,2904.41,-72.158,1,0
20.8917,-179.549,-3.52738,2893.31,2903.81,-72.1624,1,0
20.9,-179.511,-3.52758,2892.71,2903.21,-72.1669,1,0
20.9083,-179.473,-3.52778,2892.11,2902.61,-72.1713,1,0
20.9167,-179.435,-3.52797,2891.51,2902.01,-72.1757,1,0
20.925,-179.397,-3.52817,2890.91,2901.41,-72.1801,1,0
20.9333,-179.359,-3.52836,2890.3,2900.8,-72.1843,1,0
20.9417,-179.321,-3.52855,2889.7,2900.2,-72.1885,1,0
20.95,-179.282,-3.52874,2889.1,2899.6,-72.1926,1,0
20.9583,-179.244,-3.52893,2888.5,2899,-72.1967,1,0
20.9667,-179.205,-3.52911,2887.9,2898.4,-72.2007,1,0
20.975,-179.167,-3.5293,2887.3,2897.8,-72.2046,1,0
20.9833,-179.128,-3.52948,2886.69,2897.19,-72.2084,1,0
20.9917,-179.09,-3.52967,2886.09,2896.59,-72.2122,1,0
21,-179.051,-3.52985,2885.49,2895.99,-72.2168,1,0
21.0083,-179.012,-3.53003,2884.89,2895.39,-72.2215,1,0
21.0167,-178.973,-3.53021,2884.29,2894.79,-72.2262,1,0
21.025,-178.934,-3.53039,2883.69,2894.19,-72.2308,1,0
21.0333,-178.895,-3.53056,2883.08,2893.58,-72.2355,1,0
21.0417,-178.856,-3.53074,2882.48,2892.98,-72.2402,1,0
21.05,-178.817,-3.53091,2881.88,2892.38,-72.2449,1,0
21.0583,-178.777,-3.53109,2881.28,2891.78,-72.2495,1,0
21.0667,-178.738,-3.53126,2880.67,2891.17,-72.2542,1,0
21.075,-178.699,-3.53143,2880.07,2890.57,-72.2588,1,0
21.0833,-178.659,-3.5316,2879.47,2889.97,-72.2633,1,0
21.0917,-178.62,-3.53177,2878.87,2889.37,-72.2679,1,0
21.1,-178.58,-3.53193,2878.27,2888.77,-72.2724,1,0
21.1083,-178.54,-3.5321,2877.66,2888.16,-72.2768,1,0
21.1167,-178.5,-3.53226,2877.06,2887.56,-72.2812,1,0
21.125,-178.461,-3.53243,2876.46,2886.96,-72.2855,1,0
21.1333,-178.421,-3.53259,2875.86,2886.36,-72.2897,1,0
21.1417,-178.381,-3.53275,2875.25,2885.75,-72.2939,1,0
21.15,-178.341,-3.53291,2874.65,2885.15,-72.298,1,0
21.1583,-178.301,-3.53307,2874.05,2884.55,-72.302,1,0
21.1667,-178.26,-3.53322,2873.45,2883.95,-72.3058,1,0
21.175,-178.22,-3.53338,2872.84,2883.34,-72.3096,1,0
21.1833,-178.18,-3.53353,2872.24,2882.74,-72.3133,1,0
21.1917,-178.139,-3.53369,2871.64,2882.14,-72.3168,1,0
21.2,-178.099,-3.53384,2871.04,2881.54,-72.3201,1,0
21.2083,-178.058,-3.53399,2870.43,2880.93,-72.3232,1,0
21.2167,-178.018,-3.53414,2869.83,2880.33,-72.326,1,0
21.225,-177.977,-3.53429,2869.23,2879.73,-72.3289,1,0
21.2333,-177.936,-3.53444,2868.63,2879.13,-72.3318,1,0
21.2417,-177.896,-3.53459,2868.02,2878.52,-72.3347,1,0
21.25,-177.855,-3.53473,2867.42,2877.92,-72.3376,1,0
21.2583,-177.814,-3.53488,2866.82,2877.32,-72.3405,1,0
21.2667,-177.773,-3.53502,2866.21,2876.71,-72.3435,1,0
21.275,-177.732,-3.53516,2865.61,2876.11,-72.3464,1,0
21.2833,-177.691,-3.5353,2865.01,2875.51,-72.3494,1,0
21.2917,-177.649,-3.53544,2864.41,2874.91,-72.3523,1,0
21.3,-177.608,-3.53558,2863.8,2874.3,-72.3552,1,0
21.3083,-177.567,-3.53572,2863.2,2873.7,-72.358,1,0
21.3167,-177.525,-3.53586,2862.6,2873.1,-72.3608,1,0
21.325,-177.484,-3.53599,2861.99,2872.49,-72.3635,1,0
21.3333,-177.443,-3.53612,2861.39,2871.89,-72.3662,1,0
21.3417,-177.401,-3.53626,2860.79,2871.29,-72.3687,1,0
21.35,-177.359,-3.53639,2860.18,2870.68,-72.3713,1,0
21.3583,-177.318,-3.53652,2859.58,2870.08,-72.3738,1,0
21.3667,-177.276,-3.53665,2858.98,2869.48,-72.3762,1,0
21.375,-177.234,-3.53678,2858.37,2868.87,-72.379,1,0
21.3833,-177.192,-3.53691,2857.77,2868.27,-72.382,1,0
21.3917,-177.15,-3.53703,2857.17,2867.67,-72.3852,1,0
21.4,-177.108,-3.53716,2856.57,2867.07,-72.3884,1,0
21.4083,-177.066,-3.53728,2855.96,2866.46,-72.3917,1,0
21.4167,-177.024,-3.53741,2855.36,2865.86,-72.395,1,0
21.425,-176.982,-3.53753,2854.76,2865.26,-72.3983,1,0
21.4333,-176.939,-3.53765,2854.15,2864.65,-72.4017,1,0
21.4417,-176.897,-3.53777,2853.55,2864.05,-72.405,1,0
21.45,-176.855,-3.53789,2852.95,2863.45,-72.4084,1,0
21.4583,-176.812,-3.53801,2852.34,2862.84,-72.4117,1,0
21.4667,-176.77,-3.53813,2851.74,2862.24,-72.415,1,0
21.475,-176.727,-3.53824,2851.14,2861.64,-72.4183,1,0
21.4833,-176.685,-3.53836,2850.53,2861.03,-72.4214,1,0
21.4917,-176.642,-3.53847,2849.93,2860.43,-72.4246,1,0
21.5,-176.599,-3.53858,2849.32,2859.82,-72.4276,1,0
21.5083,-176.556,-3.5387,2848.72,2859.22,-72.4305,1,0
21.5167,-176.513,-3.53881,2848.12,2858.62,-72.4334,1,0
21.525,-176.471,-3.53892,2847.51,2858.01,-72.4362,1,0
21.5333,-176.428,-3.53903,2846.91,2857.41,-72.4388,1,0
21.5417,-176.385,-3.53913,2846.31,2856.81,-72.4414,1,0
21.55,-176.341,-3.53924,2845.7,2856.2,-72.4438,1,0
21.5583,-176.298,-3.53935,2845.1,2855.6,-72.4461,1,0
21.5667,-176.255,-3.53945,2844.5,2855,-72.4482,1,0
21.575,-176.212,-3.53955,2843.89,2854.39,-72.4501,1,0
21.5833,-176.168,-3.53966,2843.29,2853.79,-72.4519,1,0
21.5917,-176.125,-3.53976,2842.68,2853.18,-72.4538,1,0
21.6,-176.082,-3.53986,2842.08,2852.58,-72.4556,1,0
21.6083,-176.038,-3.53996,2841.48,2851.98,-72.4575,1,0
21.6167,-175.995,-3.54006,2840.87,2851.37,-72.4593,1,0
21.625,-175.951,-3.54016,2840.27,2850.77,-72.4612,1,0
21.6333,-175.907,-3.54025,2839.66,2850.16,-72.4631,1,0
21.6417,-175.864,-3.54035,2839.06,2849.56,-72.465,1,0
21.65,-175.82,-3.54044,2838.46,2848.96,-72.467,1,0
21.6583,-175.776,-3.54054,2837.85,2848.35,-72.4689,1,0
21.6667,-175.732,-3.54063,2837.25,2847.75,-72.4707,1,0
21.675,-175.688,-3.54072,2836.65,2847.15,-72.4725,1,0
21.6833,-175.644,-3.54081,2836.04,2846.54,-72.4742,1,0
21.6917,-175.6,-3.5409,2835.44,2845.94,-72.4759,1,0
21.7,-175.556,-3.54099,2834.83,2845.33,-72.4776,1,0
21.7083,-175.512,-3.54108,2834.23,2844.73,-72.4792,1,0
21.7167,-175.467,-3.54117,2833.63,2844.13,-72.4807,1,0
21.725,-175.423,-3.54126,2833.02,2843.52,-72.4823,1,0
21.7333,-175.379,-3.54134,2832.42,2842.92,-72.4838,1,0
21.7417,-175.334,-3.54143,2831.81,2842.31,-72.4857,1,0
21.75,-175.29,-3.54151,2831.21,2841.71,-72.4878,1,0
21.7583,-175.246,-3.54159,2830.61,2841.11,-72.49,1,0
21.7667,-175.201,-3.54167,2830,2840.5,-72.4922,1,0
21.775,-175.156,-3.54176,2829.4,2839.9,-72.4945,1,0
21.7833,-175.112,-3.54184,2828.79,2839.29,-72.4969,1,0
21.7917,-175.067,-3.54191,2828.19,2838.69,-72.4993,1,0
21.8,-175.022,-3.54199,2827.58,2838.08,-72.5017,1,0
21.8083,-174.977,-3.54207,2826.98,2837.48,-72.5042,1,0
21.8167,-174.933,-3.54215,2826.38,2836.88,-72.5067,1,0
21.825,-174.888,-3.54222,2825.77,2836.27,-72.5091,1,0
21.8333,-174.843,-3.5423,2825.17,2835.67,-72.5115,1,0
21.8417,-174.798,-3.54237,2824.56,2835.06,-72.5138,1,0
21.85,-174.753,-3.54244,2823.96,2834.46,-72.516,1,0
21.8583,-174.708,-3.54251,2823.35,2833.85,-72.5181,1,0
21.8667,-174.662,-3.54259,2822.75,2833.25,-72.5202,1,0
21.875,-174.617,-3.54266,2822.15,2832.65,-72.5222,1,0
21.8833,-174.572,-3.54273,2821.54,2832.04,-72.524,1,0
21.8917,-174.527,-3.54279,2820.94,2831.44,-72.5258,1,0
21.9,-174.481,-3.54286,2820.33,2830.83,-72.5274,1,0
21.9083,-174.436,-3.54293,2819.73,2830.23,-72.5289,1,0
21.9167,-174.39,-3.54299,2819.12,2829.62,-72.5303,1,0
21.925,-174.345,-3.54306,2818.52,2829.02,-72.5315,1,0
21.9333,-174.299,-3.54312,2817.92,2828.42,-72.5326,1,0
21.9417,-174.254,-3.54319,2817.31,2827.81,-72.5337,1,0
21.95,-174.208,-3.54325,2816.71,2827.21,-72.5348,1,0
21.9583,-174.162,-3.54331,2816.1,2826.6,-72.536,1,0
21.9667,-174.117,-3.54337,2815.5,2826,-72.5371,1,0
21.975,-174.071,-3.54343,2814.89,2825.39,-72.5383,1,0
21.9833,-174.025,-3.54349,2814.29,2824.79,-72.5394,1,0
21.9917,-173.979,-3.54355,2813.68,2824.18,-72.5406,1,0
22,-173.933,-3.54361,2813.08,2823.58,-72.5418,1,0
22.0083,-173.887,-3.54366,2812.47,2822.97,-72.543,1,0
22.0167,-173.841,-3.54372,2811.87,2822.37,-72.5441,1,0
22.025,-173.795,-3.54377,2811.27,2821.77,-72.5452,1,0
22.0333,-173.749,-3.54383,2810.66,2821.16,-72.5462,1,0
22.0417,-173.702,-3.54388,2810.06,2820.56,-72.5472,1,0
22.05,-173.656,-3.54393,2809.45,2819.95,-72.5482,1,0
22.0583,-173.61,-3.54398,2808.85,2819.35,-72.5491,1,0
22.0667,-173.564,-3.54403,2808.24,2818.74,-72.55,1,0
22.075,-173.517,-3.54408,2807.64,2818.14,-72.5509,1,0
22.0833,-173.471,-3.54413,2807.03,2817.53,-72.5518,1,0
22.0917,-173.424,-3.54418,2806.43,2816.93,-72.553,1,0
22.1,-173.378,-3.54423,2805.82,2816.32,-72.5543,1,0
22.1083,-173.331,-3.54428,2805.22,2815.72,-72.5557,1,0
22.1167,-173.285,-3.54432,2804.62,2815.12,-72.5572,1,0
22.125,-173.238,-3.54437,2804.01,2814.51,-72.5588,1,0
22.1333,-173.191,-3.54441,2803.41,2813.91,-72.5605,1,0
22.1417,-173.145,-3.54446,2802.8,2813.3,-72.5622,1,0
22.15,-173.098,-3.5445,2802.2,2812.7,-72.564,1,0
22.1583,-173.051,-3.54454,2801.59,2812.09,-72.5659,1,0
22.1667,-173.004,-3.54458,2800.99,2811.49,-72.5677,1,0
22.175,-172.957,-3.54462,2800.38,2810.88,-72.5695,1,0
22.1833,-172.91,-3.54466,2799.78,2810.28,-72.5713,1,0
22.1917,-172.863,-3.5447,2799.17,2809.67,-72.5729,1,0
22.2,-172.816,-3.54474,2798.57,2809.07,-72.5745,1,0
22.2083,-172.769,-3.54478,2797.96,2808.46,-72.576,1,0
22.2167,-172.722,-3.54481,2797.36,2807.86,-72.5773,1,0
22.225,-172.675,-3.54485,2796.75,2807.25,-72.5786,1,0
22.2333,-172.627,-3.54489,2796.15,2806.65,-72.5798,1,0
22.2417,-172.58,-3.54492,2795.54,2806.04,-72.5809,1,0
22.25,-172.533,-3.54495,2794.94,2805.44,-72.5819,1,0
22.2583,-172.486,-3.54499,2794.33,2804.83,-72.5827,1,0
22.2667,-172.438,-3.54502,2793.73,2804.23,-72.5834,1,0
22.275,-172.391,-3.54505,2793.12,2803.62,-72.584,1,0
22.2833,-172.343,-3.54508,2792.52,2803.02,-72.5846,1,0
22.2917,-172.296,-3.54511,2791.91,2802.41,-72.5852,1,0
22.3,-172.248,-3.54514,2791.31,2801.81,-72.5858,1,0
22.3083,-172.2,-3.54517,2790.71,2801.21,-72.5864,1,0
22.3167,-172.153,-3.5452,2790.1,2800.6,-72.587,1,0
22.325,-172.105,-3.54522,2789.5,2800,-72.5876,1,0
22.3333,-172.057,-3.54525,2788.89,2799.39,-72.5883,1,0
22.3417,-172.01,-3.54528,2788.29,2798.79,-72.589,1,0
22.35,-171.962,-3.5453,2787.68,2798.18,-72.5896,1,0
22.3583,-171.914,-3.54533,2787.08,2797.58,-72.5902,1,0
22.3667,-171.866,-3.54535,2786.47,2796.97,-72.5908,1,0
22.375,-171.818,-3.54537,2785.87,2796.37,-72.5913,1,0
22.3833,-171.77,-3.54539,2785.26,2795.76,-72.5918,1,0
22.3917,-171.722,-3.54542,2784.66,2795.16,-72.5923,1,0
22.4,-171.674,-3.54544,2784.05,2794.55,-72.5928,1,0
22.4083,-171.626,-3.54546,2783.45,2793.95,-72.5932,1,0
22.4167,-171.578,-3.54548,2782.84,2793.34,-72.5936,1,0
22.425,-171.53,-3.5455,2782.24,2792.74,-72.5941,1,0
22.4333,-171.481,-3.54551,2781.63,2792.13,-72.5948,1,0
22.4417,-171.433,-3.54553,2781.03,2791.53,-72.5956,1,0
22.45,-171.385,-3.54555,2780.42,2790.92,-72.5965,1,0
22.4583,-171.336,-3.54556,2779.82,2790.32,-72.5975,1,0
22.4667,-171.288,-3.54558,2779.21,2789.71,-72.5987,1,0
22.475,-171.24,-3.54559,2778.61,2789.11,-72.5998,1,0
22.4833,-171.191,-3.54561,2778,2788.5,-72.6011,1,0
22.4917,-171.143,-3.54562,2777.4,2787.9,-72.6024,1,0
