Time,X_ft,Y_ft,Z_ft,Altitude,Vertical_Velocity,Drogue_Deployed,Main_Deployed
0.00833333,-1.84926e-06,0,2.45497e-06,10.5,-0.267915,0,0
0.0166667,-1.41009e-05,8.26229e-09,-0.00427881,10.4957,-0.535828,0,0
0.025,-3.12382e-05,8.26229e-09,-0.00986037,10.4901,-0.803739,0,0
0.0333333,-5.55967e-05,2.47869e-08,-0.0176745,10.4823,-1.07165,0,0
0.0416667,-8.67936e-05,4.54426e-08,-0.0277213,10.4723,-1.33956,0,0
0.05,-0.000124881,8.26229e-08,-0.0400006,10.46,-1.60747,0,0
0.0583333,-0.000169868,1.28065e-07,-0.0545125,10.4455,-1.87537,0,0
0.0666667,-0.00022174,1.94164e-07,-0.071257,10.4287,-2.14328,0,0
0.075,-0.000280503,2.68524e-07,-0.090234,10.4098,-2.41118,0,0
0.0833333,-0.000346148,3.63541e-07,-0.111444,10.3886,-2.27377,0,0
0.0916667,-0.000392289,4.75081e-07,-0.128412,10.3716,-1.81921,0,0
0.1,-0.000416722,6.07278e-07,-0.140577,10.3594,-1.08343,0,0
0.108333,-0.00040986,7.39475e-07,-0.145563,10.3544,-0.0897072,0,0
0.116667,-0.000363303,8.75802e-07,-0.141275,10.3587,1.13326,0,0
0.125,-0.000269987,9.99737e-07,-0.125939,10.3741,2.55233,0,0
0.133333,-0.000124081,1.10302e-06,-0.0980758,10.4019,4.13099,0,0
0.141667,7.89724e-05,1.16911e-06,-0.0565187,10.4435,5.83056,0,0
0.15,0.000342392,1.1939e-06,-0.000429064,10.4996,7.61126,0,0
0.158333,0.000668045,1.15672e-06,0.0706998,10.5707,9.4333,0,0
0.166667,0.00105648,1.04518e-06,0.157046,10.657,11.2578,0,0
0.175,0.00150698,8.38622e-07,0.258473,10.7585,13.0477,0,0
0.183333,0.00201761,5.28786e-07,0.374542,10.8745,14.7947,0,0
0.191667,0.00258705,9.91474e-08,0.504962,11.005,16.5087,0,0
0.2,0.00321442,-4.62688e-07,0.649563,11.1496,18.1903,0,0
0.208333,0.00389832,-1.17324e-06,0.808043,11.308,19.8398,0,0
0.216667,0.00463751,-2.04078e-06,0.980138,11.4801,21.4655,0,0
0.225,0.00543119,-3.08183e-06,1.16571,11.6657,23.1258,0,0
0.233333,0.00628186,-4.30465e-06,1.36546,11.8655,24.8004,0,0
0.241667,0.0071883,-5.72989e-06,1.57916,12.0792,26.4895,0,0
0.25,0.00815093,-7.36583e-06,1.807,12.307,28.1931,0,0
0.258333,0.00916989,-9.23724e-06,2.04909,12.5491,29.9114,0,0
0.266667,0.0102453,-1.13441e-05,2.30556,12.8056,31.6445,0,0
0.275,0.0113771,-1.3703e-05,2.57654,13.0765,33.3924,0,0
0.283333,0.0125655,-1.63387e-05,2.86215,13.3621,35.1554,0,0
0.291667,0.0138104,-1.92429e-05,3.16251,13.6625,36.9334,0,0
0.3,0.0151118,-2.2461e-05,3.47775,13.9778,38.7267,0,0
0.308333,0.0164696,-2.59849e-05,3.808,14.308,40.5353,0,0
0.316667,0.0178837,-2.9831e-05,4.15338,14.6534,42.3593,0,0
0.325,0.0193539,-3.40158e-05,4.51403,15.014,44.1937,0,0
0.333333,0.0208798,-3.85642e-05,4.89,15.39,46.0304,0,0
0.341667,0.0224604,-4.34761e-05,5.28125,15.7812,47.8727,0,0
0.35,0.0240954,-4.87805e-05,5.68788,16.1879,49.7204,0,0
0.358333,0.0257842,-5.44774e-05,6.10994,16.6099,51.5738,0,0
0.366667,0.0275259,-6.05915e-05,6.54747,17.0475,53.4327,0,0
0.375,0.0293199,-6.71393e-05,7.00051,17.5005,55.2973,0,0
0.383333,0.0311653,-7.41292e-05,7.46911,17.9691,57.1674,0,0
0.391667,0.0330612,-8.15777e-05,7.95332,18.4533,59.0432,0,0
0.4,0.0350067,-8.95012e-05,8.45318,18.9532,60.9246,0,0
0.408333,0.0370008,-9.79163e-05,8.96875,19.4687,62.8116,0,0
0.416667,0.0390423,-0.000106831,9.50006,20.0001,64.7043,0,0
0.425,0.0411302,-0.000116275,10.0472,20.5472,66.6027,0,0
0.433333,0.0432633,-0.000126248,10.6101,21.1101,68.5069,0,0
0.441667,0.0454401,-0.000136774,11.189,21.689,70.4168,0,0
0.45,0.0476594,-0.000147866,11.7838,22.2838,72.3325,0,0
0.458333,0.0499198,-0.000159541,12.3945,22.8945,74.2539,0,0
0.466667,0.0522195,-0.00017181,13.0214,23.5214,76.1811,0,0
0.475,0.0545572,-0.000184687,13.6642,24.1642,78.1142,0,0
0.483333,0.0569309,-0.000198204,14.3233,24.8233,80.053,0,0
0.491667,0.059339,-0.000212353,14.9985,25.4985,81.9977,0,0
0.5,0.0617794,-0.000227167,15.6899,26.1899,83.9482,0,0
0.508333,0.0642504,-0.000242651,16.3976,26.8976,85.9046,0,0
0.516667,0.0667496,-0.000258828,17.1217,27.6217,87.8668,0,0
0.525,0.069275,-0.000275704,17.8621,28.3621,89.8308,0,0
0.533333,0.0718241,-0.000293311,18.6189,29.1189,91.7941,0,0
0.541667,0.0743945,-0.000311645,19.392,29.892,93.7579,0,0
0.55,0.0769836,-0.000330739,20.1815,30.6815,95.7223,0,0
0.558333,0.0795887,-0.000350598,20.9874,31.4874,97.6872,0,0
0.566667,0.0822071,-0.000371241,21.8097,32.3097,99.6526,0,0
0.575,0.0848359,-0.000392686,22.6483,33.1483,101.619,0,0
0.583333,0.0874721,-0.000414936,23.5033,34.0033,103.585,0,0
0.591667,0.0901127,-0.000438029,24.3747,34.8747,105.552,0,0
0.6,0.0927544,-0.000461957,25.2625,35.7625,107.519,0,0
0.608333,0.095394,-0.000486744,26.1667,36.6667,109.487,0,0
0.616667,0.098028,-0.00051241,27.0873,37.5873,111.456,0,0
0.625,0.100653,-0.000538974,28.0243,38.5243,113.43,0,0
0.633333,0.103265,-0.000566446,28.9778,39.4778,115.407,0,0
0.641667,0.10586,-0.000594827,29.9478,40.4478,117.388,0,0
0.65,0.108435,-0.000624154,30.9343,41.4343,119.373,0,0
0.658333,0.110985,-0.000654435,31.9374,42.4374,121.361,0,0
0.666667,0.113507,-0.000685687,32.957,43.457,123.353,0,0
0.675,0.115995,-0.000717914,33.9933,44.4933,125.349,0,0
0.683333,0.118445,-0.000751149,35.0462,45.5462,127.349,0,0
0.691667,0.120853,-0.000785396,36.1158,46.6158,129.352,0,0
0.7,0.123214,-0.000820672,37.2021,47.7021,131.359,0,0
0.708333,0.125523,-0.000856989,38.3051,48.8051,133.37,0,0
0.716667,0.127774,-0.000894372,39.425,49.925,135.384,0,0
0.725,0.129963,-0.000932829,40.5616,51.0616,137.4,0,0
0.733333,0.132084,-0.00097238,41.715,52.215,139.419,0,0
0.741667,0.134131,-0.00101303,42.8852,53.3852,141.44,0,0
0.75,0.1361,-0.00105481,44.0723,54.5723,143.464,0,0
0.758333,0.137983,-0.00109772,45.2763,55.7763,145.491,0,0
0.766667,0.139776,-0.00114179,46.4972,56.9972,147.521,0,0
0.775,0.141471,-0.00118701,47.735,58.235,149.553,0,0
0.783333,0.143062,-0.00123343,48.9898,59.4898,151.588,0,0
0.791667,0.144544,-0.00128103,50.2615,60.7615,153.625,0,0
0.8,0.145909,-0.00132984,51.5502,62.0502,155.665,0,0
0.808333,0.14715,-0.00137988,52.8559,63.3559,157.708,0,0
0.816667,0.14826,-0.00143116,54.1787,64.6787,159.753,0,0
0.825,0.149233,-0.0014837,55.5185,66.0185,161.801,0,0
0.833333,0.15006,-0.0015375,56.8754,67.3754,163.852,0,0
0.841667,0.150735,-0.00159259,58.2494,68.7494,165.905,0,0
0.85,0.151249,-0.00164897,59.6405,70.1405,167.961,0,0
0.858333,0.151594,-0.00170667,61.0488,71.5488,170.02,0,0
0.866667,0.151763,-0.00176568,62.4742,72.9742,172.081,0,0
0.875,0.151748,-0.00182605,63.9168,74.4168,174.145,0,0
0.883333,0.151538,-0.00188776,65.3766,75.8766,176.212,0,0
0.891667,0.151127,-0.00195083,66.8537,77.3537,178.281,0,0
0.9,0.150506,-0.0020153,68.348,78.848,180.353,0,0
0.908333,0.149664,-0.00208115,69.8596,80.3596,182.428,0,0
0.916667,0.148594,-0.00214841,71.3885,81.8885,184.505,0,0
0.925,0.147285,-0.00221709,72.9347,83.4347,186.585,0,0
0.933333,0.145728,-0.0022872,74.4983,84.9983,188.668,0,0
0.941667,0.143914,-0.00235876,76.0792,86.5792,190.753,0,0
0.95,0.141832,-0.00243177,77.6775,88.1775,192.841,0,0
0.958333,0.139472,-0.00250626,79.2932,89.7932,194.931,0,0
0.966667,0.136825,-0.00258223,80.9264,91.4264,197.025,0,0
0.975,0.133879,-0.0026597,82.577,93.077,199.121,0,0
0.983333,0.130624,-0.00273866,84.2451,94.7451,201.219,0,0
0.991667,0.127048,-0.00281916,85.9307,96.4307,203.32,0,0
1,0.123142,-0.00290118,87.6338,98.1338,205.423,0,0
1.00833,0.118894,-0.00298475,89.3544,99.8544,207.526,0,0
1.01667,0.114293,-0.00306986,91.0926,101.593,209.632,0,0
1.025,0.109327,-0.00315654,92.8483,103.348,211.739,0,0
1.03333,0.103985,-0.0032448,94.6216,105.122,213.847,0,0
1.04167,0.0982549,-0.00333464,96.4125,106.912,215.957,0,0
1.05,0.0921253,-0.00342607,98.2209,108.721,218.068,0,0
1.05833,0.0855839,-0.00351911,100.047,110.547,220.181,0,0
1.06667,0.0786185,-0.00361376,101.891,112.391,222.296,0,0
1.075,0.0712167,-0.00371004,103.752,114.252,224.412,0,0
1.08333,0.0633661,-0.00380794,105.631,116.131,226.529,0,0
1.09167,0.055054,-0.00390749,107.527,118.027,228.643,0,0
1.1,0.0462693,-0.00400868,109.442,119.942,230.755,0,0
1.10833,0.0369994,-0.00411154,111.373,121.873,232.865,0,0
1.11667,0.0272318,-0.00421605,113.323,123.823,234.973,0,0
1.125,0.0169544,-0.00432224,115.29,125.79,237.08,0,0
1.13333,0.0061545,-0.00443011,117.274,127.774,239.184,0,0
1.14167,-0.00518038,-0.00453966,119.276,129.776,241.286,0,0
1.15,-0.0170629,-0.0046509,121.295,131.795,243.386,0,0
1.15833,-0.0295058,-0.00476384,123.332,133.832,245.484,0,0
1.16667,-0.0425219,-0.00487849,125.387,135.887,247.58,0,0
1.175,-0.056124,-0.00499484,127.459,137.959,249.674,0,0
1.18333,-0.0703251,-0.0051129,129.548,140.048,251.765,0,0
1.19167,-0.0851374,-0.00523267,131.655,142.155,253.852,0,0
1.2,-0.100574,-0.00535417,133.779,144.279,255.936,0,0
1.20833,-0.116647,-0.00547738,135.92,146.42,258.017,0,0
1.21667,-0.13337,-0.00560232,138.079,148.579,260.095,0,0
1.225,-0.150755,-0.00572898,140.255,150.755,262.169,0,0
1.23333,-0.168815,-0.00585738,142.449,152.949,264.24,0,0
1.24167,-0.187563,-0.0059875,144.659,155.159,266.309,0,0
1.25,-0.207011,-0.00611934,146.887,157.387,268.373,0,0
1.25833,-0.227173,-0.00625292,149.132,159.632,270.435,0,0
1.26667,-0.24806,-0.00638822,151.395,161.895,272.493,0,0
1.275,-0.269687,-0.00652525,153.674,164.174,274.549,0,0
1.28333,-0.292064,-0.006664,155.97,166.47,276.601,0,0
1.29167,-0.315205,-0.00680446,158.284,168.784,278.65,0,0
1.3,-0.339123,-0.00694664,160.615,171.115,280.695,0,0
1.30833,-0.363829,-0.00709054,162.962,173.462,282.738,0,0
1.31667,-0.389336,-0.00723614,165.327,175.827,284.777,0,0
1.325,-0.415657,-0.00738344,167.709,178.209,286.813,0,0
1.33333,-0.442804,-0.00753242,170.107,180.607,288.846,0,0
1.34167,-0.470787,-0.0076831,172.523,183.023,290.875,0,0
1.35,-0.499621,-0.00783546,174.955,185.455,292.901,0,0
1.35833,-0.529316,-0.00798947,177.404,187.904,294.925,0,0
1.36667,-0.559884,-0.00814514,179.87,190.37,296.943,0,0
1.375,-0.591335,-0.00830246,182.353,192.853,298.956,0,0
1.38333,-0.62368,-0.00846142,184.853,195.353,300.962,0,0
1.39167,-0.656929,-0.008622,187.369,197.869,302.964,0,0
1.4,-0.691093,-0.00878419,189.902,200.402,304.96,0,0
1.40833,-0.726181,-0.00894798,192.452,202.952,306.951,0,0
1.41667,-0.762203,-0.00911334,195.018,205.518,308.936,0,0
1.425,-0.799168,-0.00928026,197.601,208.101,310.915,0,0
1.43333,-0.837086,-0.00944874,200.2,210.7,312.89,0,0
1.44167,-0.875966,-0.00961873,202.816,213.316,314.859,0,0
1.45,-0.915816,-0.00979024,205.448,215.948,316.822,0,0
1.45833,-0.956645,-0.00996323,208.096,218.596,318.78,0,0
1.46667,-0.99846,-0.0101377,210.761,221.261,320.734,0,0
1.475,-1.04127,-0.0103136,213.442,223.942,322.684,0,0
1.48333,-1.08509,-0.0104909,216.139,226.639,324.629,0,0
1.49167,-1.12992,-0.0106696,218.852,229.352,326.57,0,0
1.5,-1.17576,-0.0108497,221.582,232.082,328.507,0,0
1.50833,-1.22264,-0.0110311,224.328,234.828,330.44,0,0
1.51667,-1.27054,-0.0112138,227.089,237.589,332.368,0,0
1.525,-1.31949,-0.0113977,229.867,240.367,334.293,0,0
1.53333,-1.36949,-0.0115829,232.661,243.161,336.212,0,0
1.54167,-1.42053,-0.0117693,235.471,245.971,338.128,0,0
1.55,-1.47264,-0.0119569,238.296,248.796,340.039,0,0
1.55833,-1.5258,-0.0121455,241.138,251.638,341.946,0,0
1.56667,-1.58004,-0.0123353,243.995,254.495,343.849,0,0
1.575,-1.63534,-0.0125261,246.869,257.369,345.748,0,0
1.58333,-1.69173,-0.0127179,249.758,260.258,347.642,0,0
1.59167,-1.74919,-0.0129106,252.663,263.163,349.532,0,0
1.6,-1.80774,-0.0131043,255.583,266.083,351.417,0,0
1.60833,-1.86737,-0.0132988,258.52,269.02,353.299,0,0
1.61667,-1.92809,-0.0134941,261.472,271.972,355.176,0,0
1.625,-1.9899,-0.0136901,264.439,274.939,357.049,0,0
1.63333,-2.05281,-0.0138868,267.423,277.923,358.918,0,0
1.64167,-2.11681,-0.0140842,270.421,280.921,360.782,0,0
1.65,-2.1819,-0.0142821,273.436,283.936,362.643,0,0
1.65833,-2.24809,-0.0144805,276.465,286.965,364.499,0,0
1.66667,-2.31537,-0.0146793,279.511,290.011,366.351,0,0
1.675,-2.38374,-0.0148785,282.571,293.071,368.199,0,0
1.68333,-2.45321,-0.015078,285.647,296.147,370.042,0,0
1.69167,-2.52377,-0.0152777,288.739,299.239,371.882,0,0
1.7,-2.59542,-0.0154776,291.845,302.345,373.717,0,0
1.70833,-2.66816,-0.0156775,294.967,305.467,375.549,0,0
1.71667,-2.74199,-0.0158774,298.105,308.605,377.376,0,0
1.725,-2.81689,-0.0160772,301.257,311.757,379.199,0,0
1.73333,-2.89288,-0.0162767,304.425,314.925,381.018,0,0
1.74167,-2.96994,-0.016476,307.607,318.107,382.833,0,0
1.75,-3.04807,-0.0166749,310.805,321.305,384.644,0,0
1.75833,-3.12726,-0.0168733,314.018,324.518,386.451,0,0
1.76667,-3.20752,-0.017071,317.246,327.746,388.255,0,0
1.775,-3.28883,-0.0172681,320.489,330.989,390.057,0,0
1.78333,-3.37119,-0.0174643,323.747,334.247,391.858,0,0
1.79167,-3.4546,-0.0176596,327.02,337.52,393.656,0,0
1.8,-3.53905,-0.0178538,330.308,340.808,395.452,0,0
1.80833,-3.62453,-0.0180468,333.611,344.111,397.247,0,0
1.81667,-3.71104,-0.0182385,336.929,347.429,399.039,0,0
1.825,-3.79856,-0.0184286,340.262,350.762,400.829,0,0
1.83333,-3.8871,-0.0186172,343.609,354.109,402.617,0,0
1.84167,-3.97664,-0.0188039,346.972,357.472,404.403,0,0
1.85,-4.06718,-0.0189887,350.349,360.849,406.187,0,0
1.85833,-4.1587,-0.0191714,353.742,364.242,407.969,0,0
1.86667,-4.25121,-0.0193519,357.149,367.649,409.748,0,0
1.875,-4.34468,-0.0195299,360.571,371.071,411.533,0,0
1.88333,-4.43912,-0.0197052,364.008,374.508,413.322,0,0
1.89167,-4.53451,-0.0198777,367.46,377.96,415.115,0,0
1.9,-4.63085,-0.0200472,370.926,381.426,416.913,0,0
1.90833,-4.72814,-0.0202133,374.408,384.908,418.714,0,0
1.91667,-4.82636,-0.0203759,377.905,388.405,420.519,0,0
1.925,-4.9255,-0.0205347,381.417,391.917,422.329,0,0
1.93333,-5.02556,-0.0206895,384.944,395.444,424.143,0,0
1.94167,-5.12653,-0.02084,388.486,398.986,425.961,0,0
1.95,-5.2284,-0.0209859,392.043,402.543,427.782,0,0
1.95833,-5.33115,-0.0211271,395.616,406.116,429.609,0,0
1.96667,-5.43479,-0.0212631,399.203,409.703,431.439,0,0
1.975,-5.53929,-0.0213937,402.806,413.306,433.273,0,0
1.98333,-5.64466,-0.0215185,406.425,416.925,435.11,0,0
1.99167,-5.75087,-0.0216373,410.058,420.558,436.949,0,0
2,-5.85792,-0.0217496,413.707,424.207,438.792,0,0
2.00833,-5.96579,-0.0218552,417.372,427.872,440.639,0,0
2.01667,-6.07448,-0.0219537,421.051,431.551,442.488,0,0
2.025,-6.18398,-0.0220447,424.746,435.246,444.34,0,0
2.03333,-6.29427,-0.0221278,428.457,438.957,446.195,0,0
2.04167,-6.40534,-0.0222026,432.183,442.683,448.054,0,0
2.05,-6.51719,-0.0222687,435.925,446.425,449.915,0,0
2.05833,-6.62979,-0.0223256,439.682,450.182,451.779,0,0
2.06667,-6.74315,-0.0223729,443.454,453.954,453.647,0,0
2.075,-6.85724,-0.02241,447.242,457.742,455.518,0,0
2.08333,-6.97206,-0.0224366,451.046,461.546,457.156,0,0
2.09167,-7.08745,-0.0224549,454.862,465.362,458.61,0,0
2.1,-7.20338,-0.022465,458.689,469.189,459.911,0,0
2.10833,-7.3198,-0.0224674,462.527,473.027,461.072,0,0
2.11667,-7.43666,-0.0224628,466.373,476.873,462.104,0,0
2.125,-7.5539,-0.0224516,470.228,480.728,463.017,0,0
2.13333,-7.67149,-0.0224346,474.09,484.59,463.821,0,0
2.14167,-7.7894,-0.0224121,477.958,488.458,464.528,0,0
2.15,-7.90758,-0.0223846,481.832,492.332,463.582,0,0
2.15833,-8.0251,-0.022378,485.685,496.185,463.204,0,0
2.16667,-8.14296,-0.0223652,489.546,500.046,462.826,0,0
2.175,-8.26072,-0.0223582,493.401,503.901,462.449,0,0
2.18333,-8.37843,-0.022355,497.253,507.753,462.072,0,0
2.19167,-8.49611,-0.0223556,501.102,511.602,461.695,0,0
2.2,-8.61376,-0.02236,504.948,515.448,461.318,0,0
2.20833,-8.73137,-0.0223682,508.791,519.291,460.942,0,0
2.21667,-8.84895,-0.0223803,512.631,523.131,460.565,0,0
2.225,-8.96649,-0.0223961,516.467,526.967,460.189,0,0
2.23333,-9.084,-0.0224158,520.3,530.8,459.813,0,0
2.24167,-9.20147,-0.0224392,524.131,534.631,459.437,0,0
2.25,-9.31891,-0.0224664,527.958,538.458,459.061,0,0
2.25833,-9.43631,-0.0224974,531.782,542.282,458.686,0,0
2.26667,-9.55368,-0.0225322,535.603,546.103,458.31,0,0
2.275,-9.67101,-0.0225708,539.42,549.92,457.935,0,0
2.28333,-9.78831,-0.0226131,543.235,553.735,457.56,0,0
2.29167,-9.90558,-0.0226592,547.046,557.546,457.186,0,0
2.3,-10.0228,-0.0227091,550.855,561.355,456.811,0,0
2.30833,-10.14,-0.0227627,554.66,565.16,456.437,0,0
2.31667,-10.2572,-0.0228201,558.462,568.962,456.062,0,0
2.325,-10.3743,-0.0228812,562.261,572.761,455.688,0,0
2.33333,-10.4914,-0.0229461,566.057,576.557,455.314,0,0
2.34167,-10.6084,-0.0230147,569.85,580.35,454.941,0,0
2.35,-10.7255,-0.0230871,573.639,584.139,454.567,0,0
2.35833,-10.8425,-0.0231632,577.426,587.926,454.194,0,0
2.36667,-10.9594,-0.023243,581.209,591.709,453.821,0,0
2.375,-11.0763,-0.0233266,584.99,595.49,453.448,0,0
2.38333,-11.1932,-0.0234139,588.767,599.267,453.075,0,0
2.39167,-11.3101,-0.0235049,592.541,603.041,452.703,0,0
2.4,-11.4269,-0.0235997,596.312,606.812,452.331,0,0
2.40833,-11.5437,-0.0236981,600.08,610.58,451.958,0,0
2.41667,-11.6604,-0.0238003,603.844,614.344,451.586,0,0
2.425,-11.7772,-0.0239062,607.606,618.106,451.215,0,0
2.43333,-11.8938,-0.0240158,611.365,621.865,450.843,0,0
2.44167,-12.0105,-0.024129,615.12,625.62,450.472,0,0
2.45,-12.1271,-0.024246,618.873,629.373,450.101,0,0
2.45833,-12.2437,-0.0243667,622.622,633.122,449.73,0,0
2.46667,-12.3602,-0.024491,626.368,636.868,449.359,0,0
2.475,-12.4768,-0.024619,630.111,640.611,448.988,0,0
2.48333,-12.5932,-0.0247507,633.851,644.351,448.618,0,0
2.49167,-12.7097,-0.0248861,637.588,648.088,448.248,0,0
2.5,-12.8261,-0.0250252,641.322,651.822,447.878,0,0
2.50833,-12.9425,-0.0251679,645.053,655.553,447.508,0,0
2.51667,-13.0588,-0.0253143,648.781,659.281,447.138,0,0
2.525,-13.1752,-0.0254644,652.505,663.005,446.769,0,0
2.53333,-13.2914,-0.0256181,656.227,666.727,446.4,0,0
2.54167,-13.4077,-0.0257754,659.945,670.445,446.031,0,0
2.55,-13.5239,-0.0259364,663.661,674.161,445.662,0,0
2.55833,-13.6401,-0.0261011,667.373,677.873,445.293,0,0
2.56667,-13.7563,-0.0262694,671.082,681.582,444.925,0,0
2.575,-13.8724,-0.0264413,674.789,685.289,444.557,0,0
2.58333,-13.9885,-0.0266169,678.492,688.992,444.189,0,0
2.59167,-14.1045,-0.0267961,682.192,692.692,443.821,0,0
2.6,-14.2205,-0.0269789,685.889,696.389,443.453,0,0
2.60833,-14.3365,-0.0271654,689.583,700.083,443.085,0,0
2.61667,-14.4525,-0.0273554,693.274,703.774,442.718,0,0
2.625,-14.5684,-0.0275491,696.961,707.461,442.351,0,0
2.63333,-14.6843,-0.0277464,700.646,711.146,441.984,0,0
2.64167,-14.8002,-0.0279473,704.328,714.828,441.617,0,0
2.65,-14.916,-0.0281518,708.006,718.506,441.25,0,0
2.65833,-15.0318,-0.0283599,711.682,722.182,440.883,0,0
2.66667,-15.1475,-0.0285716,715.355,725.855,440.517,0,0
2.675,-15.2633,-0.0287869,719.024,729.524,440.15,0,0
2.68333,-15.379,-0.0290058,722.69,733.19,439.784,0,0
2.69167,-15.4946,-0.0292283,726.354,736.854,439.418,0,0
2.7,-15.6103,-0.0294543,730.014,740.514,439.052,0,0
2.70833,-15.7259,-0.029684,733.671,744.171,438.687,0,0
2.71667,-15.8414,-0.0299172,737.326,747.826,438.321,0,0
2.725,-15.957,-0.0301539,740.977,751.477,437.956,0,0
2.73333,-16.0725,-0.0303943,744.625,755.125,437.59,0,0
2.74167,-16.1879,-0.0306382,748.27,758.77,437.225,0,0
2.75,-16.3034,-0.0308856,751.912,762.412,436.86,0,0
2.75833,-16.4188,-0.0311366,755.551,766.051,436.496,0,0
2.76667,-16.5342,-0.0313912,759.187,769.687,436.131,0,0
2.775,-16.6495,-0.0316493,762.82,773.32,435.767,0,0
2.78333,-16.7648,-0.031911,766.45,776.95,435.402,0,0
2.79167,-16.8801,-0.0321762,770.077,780.577,435.038,0,0
2.8,-16.9954,-0.0324449,773.7,784.2,434.674,0,0
2.80833,-17.1106,-0.0327172,777.321,787.821,434.311,0,0
2.81667,-17.2258,-0.032993,780.939,791.439,433.947,0,0
2.825,-17.3409,-0.0332723,784.554,795.054,433.584,0,0
2.83333,-17.456,-0.0335552,788.165,798.665,433.22,0,0
2.84167,-17.5711,-0.0338415,791.774,802.274,432.857,0,0
2.85,-17.6862,-0.0341314,795.38,805.88,432.494,0,0
2.85833,-17.8012,-0.0344248,798.982,809.482,432.131,0,0
2.86667,-17.9162,-0.0347217,802.582,813.082,431.769,0,0
2.875,-18.0312,-0.0350221,806.179,816.679,431.406,0,0
2.88333,-18.1461,-0.035326,809.772,820.272,431.044,0,0
2.89167,-18.261,-0.0356334,813.363,823.863,430.682,0,0
2.9,-18.3759,-0.0359443,816.95,827.45,430.32,0,0
2.90833,-18.4907,-0.0362587,820.535,831.035,429.958,0,0
2.91667,-18.6055,-0.0365765,824.116,834.616,429.596,0,0
2.925,-18.7203,-0.0368979,827.695,838.195,429.235,0,0
2.93333,-18.835,-0.0372227,831.27,841.77,428.873,0,0
2.94167,-18.9498,-0.037551,834.843,845.343,428.512,0,0
2.95,-19.0644,-0.0378828,838.412,848.912,428.151,0,0
2.95833,-19.1791,-0.038218,841.978,852.478,427.79,0,0
2.96667,-19.2937,-0.0385567,845.542,856.042,427.43,0,0
2.975,-19.4083,-0.0388989,849.102,859.602,427.069,0,0
2.98333,-19.5229,-0.0392445,852.66,863.16,426.709,0,0
2.99167,-19.6374,-0.0395936,856.214,866.714,426.349,0,0
3,-19.7519,-0.0399461,859.766,870.266,425.989,0,0
3.00833,-19.8664,-0.0403021,863.314,873.814,425.629,0,0
3.01667,-19.9808,-0.0406615,866.859,877.359,425.269,0,0
3.025,-20.0952,-0.0410243,870.402,880.902,424.91,0,0
3.03333,-20.2096,-0.0413906,873.941,884.441,424.551,0,0
3.04167,-20.3239,-0.0417603,877.478,887.978,424.192,0,0
3.05,-20.4382,-0.0421335,881.011,891.511,423.833,0,0
3.05833,-20.5525,-0.04251,884.542,895.042,423.474,0,0
3.06667,-20.6668,-0.04289,888.069,898.569,423.115,0,0
3.075,-20.781,-0.0432734,891.594,902.094,422.757,0,0
3.08333,-20.8952,-0.0436602,895.115,905.615,422.398,0,0
3.09167,-21.0093,-0.0440505,898.634,909.134,422.04,0,0
3.1,-21.1235,-0.0444441,902.149,912.649,421.682,0,0
3.10833,-21.2376,-0.0448411,905.662,916.162,421.325,0,0
3.11667,-21.3517,-0.0452416,909.171,919.671,420.967,0,0
3.125,-21.4657,-0.0456454,912.678,923.178,420.61,0,0
3.13333,-21.5797,-0.0460526,916.182,926.682,420.252,0,0
3.14167,-21.6937,-0.0464632,919.682,930.182,419.895,0,0
3.15,-21.8076,-0.0468772,923.18,933.68,419.538,0,0
3.15833,-21.9216,-0.0472946,926.674,937.174,419.181,0,0
3.16667,-22.0355,-0.0477154,930.166,940.666,418.825,0,0
3.175,-22.1493,-0.0481395,933.655,944.155,418.468,0,0
3.18333,-22.2631,-0.048567,937.141,947.641,418.112,0,0
3.19167,-22.3769,-0.0489979,940.624,951.124,417.756,0,0
3.2,-22.4907,-0.0494321,944.103,954.603,417.4,0,0
3.20833,-22.6045,-0.0498697,947.58,958.08,417.044,0,0
3.21667,-22.7182,-0.0503106,951.054,961.554,416.688,0,0
3.225,-22.8319,-0.0507549,954.525,965.025,416.333,0,0
3.23333,-22.9455,-0.0512026,957.993,968.493,415.977,0,0
3.24167,-23.0591,-0.0516536,961.458,971.958,415.622,0,0
3.25,-23.1727,-0.0521079,964.92,975.42,415.267,0,0
3.25833,-23.2863,-0.0525656,968.379,978.879,414.911,0,0
3.26667,-23.3998,-0.0530266,971.835,982.335,414.556,0,0
3.275,-23.5133,-0.053491,975.289,985.789,414.202,0,0
3.28333,-23.6268,-0.0539586,978.739,989.239,413.847,0,0
3.29167,-23.7403,-0.0544296,982.186,992.686,413.492,0,0
3.3,-23.8537,-0.054904,985.63,996.13,413.138,0,0
3.30833,-23.9671,-0.0553816,989.072,999.572,412.783,0,0
3.31667,-24.0804,-0.0558625,992.51,1003.01,412.429,0,0
3.325,-24.1938,-0.0563468,995.946,1006.45,412.075,0,0
3.33333,-24.3071,-0.0568344,999.378,1009.88,411.721,0,0
3.34167,-24.4203,-0.0573253,1002.81,1013.31,411.367,0,0
3.35,-24.5336,-0.0578194,1006.23,1016.73,411.014,0,0
3.35833,-24.6468,-0.0583169,1009.66,1020.16,410.66,0,0
